gwcode,year,igo_n,igo_total,igo_p
571,1999,49,330,0.1484848484848485
571,2000,49,330,0.1484848484848485
571,2001,47,323,0.14551083591331268
571,2002,52,327,0.15902140672782875
571,2003,49,327,0.14984709480122324
571,2004,49,327,0.14984709480122324
571,2005,49,324,0.15123456790123457
572,1995,44,323,0.13622291021671826
572,1996,43,325,0.13230769230769232
572,1997,43,328,0.13109756097560976
572,1998,44,337,0.13056379821958458
572,1999,45,330,0.13636363636363635
572,2000,46,330,0.1393939393939394
572,2001,45,323,0.1393188854489164
572,2002,47,327,0.1437308868501529
572,2003,44,327,0.1345565749235474
572,2004,45,327,0.13761467889908258
572,2005,45,324,0.1388888888888889
580,1995,55,323,0.17027863777089783
580,1996,55,325,0.16923076923076924
580,1997,58,328,0.17682926829268292
580,1998,58,337,0.17210682492581603
580,1999,58,330,0.17575757575757575
580,2000,58,330,0.17575757575757575
580,2001,57,323,0.17647058823529413
580,2002,59,327,0.18042813455657492
580,2003,59,327,0.18042813455657492
580,2004,60,327,0.1834862385321101
580,2005,60,324,0.18518518518518517
590,1995,54,323,0.16718266253869968
590,1996,53,325,0.16307692307692306
590,1997,56,328,0.17073170731707318
590,1998,57,337,0.16913946587537093
590,1999,58,330,0.17575757575757575
590,2000,57,330,0.17272727272727273
590,2001,56,323,0.17337461300309598
590,2002,61,327,0.18654434250764526
590,2003,60,327,0.1834862385321101
590,2004,61,327,0.18654434250764526
590,2005,61,324,0.1882716049382716
600,1995,78,323,0.24148606811145512
600,1996,77,325,0.23692307692307693
600,1997,77,328,0.2347560975609756
600,1998,80,337,0.23738872403560832
600,1999,82,330,0.24848484848484848
600,2000,82,330,0.24848484848484848
600,2001,81,323,0.25077399380804954
600,2002,81,327,0.24770642201834864
600,2003,81,327,0.24770642201834864
600,2004,79,327,0.2415902140672783
600,2005,81,324,0.25
615,1995,74,323,0.22910216718266255
615,1996,75,325,0.23076923076923078
615,1997,76,328,0.23170731707317074
615,1998,79,337,0.2344213649851632
615,1999,78,330,0.23636363636363636
615,2000,82,330,0.24848484848484848
615,2001,81,323,0.25077399380804954
615,2002,83,327,0.25382262996941896
615,2003,81,327,0.24770642201834864
615,2004,83,327,0.25382262996941896
615,2005,83,324,0.25617283950617287
616,1995,83,323,0.25696594427244585
616,1996,82,325,0.2523076923076923
616,1997,84,328,0.25609756097560976
616,1998,85,337,0.2522255192878338
616,1999,85,330,0.25757575757575757
616,2000,87,330,0.2636363636363636
616,2001,86,323,0.26625386996904027
616,2002,87,327,0.26605504587155965
616,2003,86,327,0.26299694189602446
616,2004,83,327,0.25382262996941896
616,2005,83,324,0.25617283950617287
620,1995,61,323,0.18885448916408668
620,1996,62,325,0.19076923076923077
620,1997,65,328,0.19817073170731708
620,1998,63,337,0.18694362017804153
620,1999,62,330,0.18787878787878787
620,2000,64,330,0.19393939393939394
620,2001,61,323,0.18885448916408668
620,2002,61,327,0.18654434250764526
620,2003,61,327,0.18654434250764526
620,2004,61,327,0.18654434250764526
620,2005,62,324,0.19135802469135801
625,1995,68,323,0.21052631578947367
625,1996,68,325,0.20923076923076922
625,1997,69,328,0.21036585365853658
625,1998,69,337,0.20474777448071216
625,1999,69,330,0.20909090909090908
625,2000,71,330,0.21515151515151515
625,2001,69,323,0.21362229102167182
625,2002,73,327,0.22324159021406728
625,2003,71,327,0.21712538226299694
625,2004,71,327,0.21712538226299694
625,2005,71,324,0.2191358024691358
630,1995,50,323,0.15479876160990713
630,1996,51,325,0.15692307692307692
630,1997,54,328,0.16463414634146342
630,1998,54,337,0.16023738872403562
630,1999,54,330,0.16363636363636364
630,2000,56,330,0.1696969696969697
630,2001,56,323,0.17337461300309598
630,2002,56,327,0.1712538226299694
630,2003,56,327,0.1712538226299694
630,2004,57,327,0.1743119266055046
630,2005,59,324,0.18209876543209877
640,1995,71,323,0.21981424148606812
640,1996,71,325,0.21846153846153846
640,1997,74,328,0.22560975609756098
640,1998,75,337,0.22255192878338279
640,1999,74,330,0.22424242424242424
640,2000,76,330,0.23030303030303031
640,2001,76,323,0.23529411764705882
640,2002,74,327,0.22629969418960244
640,2003,76,327,0.2324159021406728
640,2004,77,327,0.23547400611620795
640,2005,77,324,0.23765432098765432
645,1995,56,323,0.17337461300309598
645,1996,56,325,0.1723076923076923
645,1997,56,328,0.17073170731707318
645,1998,56,337,0.1661721068249258
645,1999,56,330,0.1696969696969697
645,2000,56,330,0.1696969696969697
645,2001,55,323,0.17027863777089783
645,2002,52,327,0.15902140672782875
645,2003,52,327,0.15902140672782875
645,2004,53,327,0.1620795107033639
645,2005,51,324,0.1574074074074074
651,1995,87,323,0.2693498452012384
651,1996,86,325,0.26461538461538464
651,1997,86,328,0.2621951219512195
651,1998,89,337,0.26409495548961426
651,1999,87,330,0.2636363636363636
651,2000,89,330,0.2696969696969697
651,2001,89,323,0.2755417956656347
651,2002,90,327,0.27522935779816515
651,2003,88,327,0.2691131498470948
651,2004,87,327,0.26605504587155965
651,2005,87,324,0.26851851851851855
652,1995,57,323,0.17647058823529413
652,1996,58,325,0.17846153846153845
652,1997,58,328,0.17682926829268292
652,1998,58,337,0.17210682492581603
652,1999,58,330,0.17575757575757575
652,2000,58,330,0.17575757575757575
652,2001,57,323,0.17647058823529413
652,2002,56,327,0.1712538226299694
652,2003,55,327,0.16819571865443425
652,2004,55,327,0.16819571865443425
652,2005,55,324,0.1697530864197531
660,1995,57,323,0.17647058823529413
660,1996,57,325,0.1753846153846154
660,1997,55,328,0.1676829268292683
660,1998,56,337,0.1661721068249258
660,1999,57,330,0.17272727272727273
660,2000,58,330,0.17575757575757575
660,2001,57,323,0.17647058823529413
660,2002,56,327,0.1712538226299694
660,2003,56,327,0.1712538226299694
660,2004,57,327,0.1743119266055046
660,2005,57,324,0.17592592592592593
663,1995,53,323,0.16408668730650156
663,1996,53,325,0.16307692307692306
663,1997,54,328,0.16463414634146342
663,1998,54,337,0.16023738872403562
663,1999,56,330,0.1696969696969697
663,2000,58,330,0.17575757575757575
663,2001,58,323,0.17956656346749225
663,2002,59,327,0.18042813455657492
663,2003,59,327,0.18042813455657492
663,2004,60,327,0.1834862385321101
663,2005,60,324,0.18518518518518517
666,1995,56,323,0.17337461300309598
666,1996,54,325,0.16615384615384615
666,1997,55,328,0.1676829268292683
666,1998,55,337,0.1632047477744807
666,1999,55,330,0.16666666666666666
666,2000,55,330,0.16666666666666666
666,2001,56,323,0.17337461300309598
666,2002,55,327,0.16819571865443425
666,2003,54,327,0.1651376146788991
666,2004,55,327,0.16819571865443425
666,2005,56,324,0.1728395061728395
670,1995,56,323,0.17337461300309598
670,1996,57,325,0.1753846153846154
670,1997,58,328,0.17682926829268292
670,1998,59,337,0.17507418397626112
670,1999,59,330,0.1787878787878788
670,2000,60,330,0.18181818181818182
670,2001,58,323,0.17956656346749225
670,2002,59,327,0.18042813455657492
670,2003,59,327,0.18042813455657492
670,2004,61,327,0.18654434250764526
670,2005,62,324,0.19135802469135801
678,1995,43,323,0.13312693498452013
678,1996,44,325,0.13538461538461538
678,1997,47,328,0.14329268292682926
678,1998,48,337,0.142433234421365
678,1999,50,330,0.15151515151515152
678,2000,50,330,0.15151515151515152
678,2001,48,323,0.14860681114551083
678,2002,47,327,0.1437308868501529
678,2003,47,327,0.1437308868501529
678,2004,48,327,0.14678899082568808
678,2005,49,324,0.15123456790123457
690,1995,57,323,0.17647058823529413
690,1996,56,325,0.1723076923076923
690,1997,56,328,0.17073170731707318
690,1998,58,337,0.17210682492581603
690,1999,57,330,0.17272727272727273
690,2000,57,330,0.17272727272727273
690,2001,56,323,0.17337461300309598
690,2002,55,327,0.16819571865443425
690,2003,57,327,0.1743119266055046
690,2004,57,327,0.1743119266055046
690,2005,57,324,0.17592592592592593
694,1995,48,323,0.14860681114551083
694,1996,49,325,0.15076923076923077
694,1997,51,328,0.15548780487804878
694,1998,51,337,0.1513353115727003
694,1999,52,330,0.15757575757575756
694,2000,54,330,0.16363636363636364
694,2001,53,323,0.16408668730650156
694,2002,55,327,0.16819571865443425
694,2003,55,327,0.16819571865443425
694,2004,54,327,0.1651376146788991
694,2005,55,324,0.1697530864197531
698,1995,46,323,0.14241486068111456
698,1996,46,325,0.14153846153846153
698,1997,49,328,0.14939024390243902
698,1998,50,337,0.14836795252225518
698,1999,53,330,0.1606060606060606
698,2000,56,330,0.1696969696969697
698,2001,55,323,0.17027863777089783
698,2002,54,327,0.1651376146788991
698,2003,56,327,0.1712538226299694
698,2004,57,327,0.1743119266055046
698,2005,57,324,0.17592592592592593
700,1995,33,323,0.1021671826625387
700,1996,33,325,0.10153846153846154
700,1997,33,328,0.10060975609756098
700,1998,33,337,0.09792284866468842
700,1999,33,330,0.1
700,2000,33,330,0.1
700,2001,33,323,0.1021671826625387
700,2002,33,327,0.10091743119266056
700,2003,34,327,0.10397553516819572
700,2004,34,327,0.10397553516819572
700,2005,38,324,0.11728395061728394
701,1995,31,323,0.09597523219814241
701,1996,31,325,0.09538461538461539
701,1997,35,328,0.10670731707317073
701,1998,36,337,0.10682492581602374
701,1999,37,330,0.11212121212121212
701,2000,38,330,0.11515151515151516
701,2001,39,323,0.12074303405572756
701,2002,38,327,0.1162079510703364
701,2003,38,327,0.1162079510703364
701,2004,38,327,0.1162079510703364
701,2005,37,324,0.11419753086419752
702,1995,27,323,0.08359133126934984
702,1996,30,325,0.09230769230769231
702,1997,33,328,0.10060975609756098
702,1998,36,337,0.10682492581602374
702,1999,37,330,0.11212121212121212
702,2000,39,330,0.11818181818181818
702,2001,40,323,0.1238390092879257
702,2002,41,327,0.12538226299694188
702,2003,41,327,0.12538226299694188
702,2004,42,327,0.12844036697247707
702,2005,42,324,0.12962962962962962
703,1995,34,323,0.10526315789473684
703,1996,36,325,0.11076923076923077
703,1997,40,328,0.12195121951219512
703,1998,42,337,0.12462908011869436
703,1999,43,330,0.1303030303030303
703,2000,49,330,0.1484848484848485
703,2001,50,323,0.15479876160990713
703,2002,49,327,0.14984709480122324
703,2003,50,327,0.1529051987767584
703,2004,50,327,0.1529051987767584
703,2005,50,324,0.15432098765432098
704,1995,38,323,0.11764705882352941
704,1996,38,325,0.11692307692307692
704,1997,42,328,0.12804878048780488
704,1998,42,337,0.12462908011869436
704,1999,42,330,0.12727272727272726
704,2000,42,330,0.12727272727272726
704,2001,45,323,0.1393188854489164
704,2002,45,327,0.13761467889908258
704,2003,46,327,0.14067278287461774
704,2004,47,327,0.1437308868501529
704,2005,50,324,0.15432098765432098
705,1995,38,323,0.11764705882352941
705,1996,40,325,0.12307692307692308
705,1997,45,328,0.13719512195121952
705,1998,49,337,0.14540059347181009
705,1999,50,330,0.15151515151515152
705,2000,51,330,0.15454545454545454
705,2001,51,323,0.15789473684210525
705,2002,50,327,0.1529051987767584
705,2003,50,327,0.1529051987767584
705,2004,52,327,0.15902140672782875
705,2005,53,324,0.16358024691358025
710,1995,66,323,0.2043343653250774
710,1996,69,325,0.2123076923076923
710,1997,71,328,0.21646341463414634
710,1998,74,337,0.2195845697329377
710,1999,75,330,0.22727272727272727
710,2000,75,330,0.22727272727272727
710,2001,76,323,0.23529411764705882
710,2002,73,327,0.22324159021406728
710,2003,74,327,0.22629969418960244
710,2004,73,327,0.22324159021406728
710,2005,73,324,0.22530864197530864
712,1995,30,323,0.09287925696594428
712,1996,32,325,0.09846153846153846
712,1997,35,328,0.10670731707317073
712,1998,37,337,0.10979228486646884
712,1999,37,330,0.11212121212121212
712,2000,38,330,0.11515151515151516
712,2001,39,323,0.12074303405572756
712,2002,43,327,0.13149847094801223
712,2003,44,327,0.1345565749235474
712,2004,45,327,0.13761467889908258
712,2005,46,324,0.1419753086419753
731,1995,28,323,0.08668730650154799
731,1996,28,325,0.08615384615384615
731,1997,28,328,0.08536585365853659
731,1998,29,337,0.08605341246290801
731,1999,29,330,0.08787878787878788
731,2000,29,330,0.08787878787878788
731,2001,29,323,0.08978328173374613
731,2002,30,327,0.09174311926605505
731,2003,31,327,0.09480122324159021
731,2004,31,327,0.09480122324159021
731,2005,32,324,0.09876543209876543
732,1995,64,323,0.19814241486068113
732,1996,66,325,0.20307692307692307
732,1997,68,328,0.2073170731707317
732,1998,70,337,0.20771513353115728
732,1999,71,330,0.21515151515151515
732,2000,72,330,0.21818181818181817
732,2001,73,323,0.2260061919504644
732,2002,75,327,0.22935779816513763
732,2003,75,327,0.22935779816513763
732,2004,75,327,0.22935779816513763
732,2005,79,324,0.24382716049382716
740,1995,80,323,0.2476780185758514
740,1996,79,325,0.24307692307692308
740,1997,80,328,0.24390243902439024
740,1998,82,337,0.2433234421364985
740,1999,82,330,0.24848484848484848
740,2000,81,330,0.24545454545454545
740,2001,83,323,0.25696594427244585
740,2002,83,327,0.25382262996941896
740,2003,83,327,0.25382262996941896
740,2004,82,327,0.25076452599388377
740,2005,82,324,0.25308641975308643
750,1995,78,323,0.24148606811145512
750,1996,79,325,0.24307692307692308
750,1997,83,328,0.2530487804878049
750,1998,85,337,0.2522255192878338
750,1999,84,330,0.2545454545454545
750,2000,83,330,0.2515151515151515
750,2001,85,323,0.2631578947368421
750,2002,83,327,0.25382262996941896
750,2003,85,327,0.2599388379204893
750,2004,85,327,0.2599388379204893
750,2005,85,324,0.2623456790123457
770,1995,67,323,0.20743034055727555
770,1996,67,325,0.20615384615384616
770,1997,69,328,0.21036585365853658
770,1998,71,337,0.21068249258160238
770,1999,70,330,0.21212121212121213
770,2000,70,330,0.21212121212121213
770,2001,71,323,0.21981424148606812
770,2002,70,327,0.21406727828746178
770,2003,70,327,0.21406727828746178
770,2004,71,327,0.21712538226299694
770,2005,71,324,0.2191358024691358
771,1995,56,323,0.17337461300309598
771,1996,55,325,0.16923076923076924
771,1997,60,328,0.18292682926829268
771,1998,59,337,0.17507418397626112
771,1999,60,330,0.18181818181818182
771,2000,60,330,0.18181818181818182
771,2001,61,323,0.18885448916408668
771,2002,61,327,0.18654434250764526
771,2003,61,327,0.18654434250764526
771,2004,62,327,0.18960244648318042
771,2005,62,324,0.19135802469135801
775,1995,39,323,0.12074303405572756
775,1996,38,325,0.11692307692307692
775,1997,39,328,0.11890243902439024
775,1998,40,337,0.11869436201780416
775,1999,40,330,0.12121212121212122
775,2000,39,330,0.11818181818181818
775,2001,40,323,0.1238390092879257
775,2002,41,327,0.12538226299694188
775,2003,41,327,0.12538226299694188
775,2004,42,327,0.12844036697247707
775,2005,42,324,0.12962962962962962
780,1995,64,323,0.19814241486068113
780,1996,64,325,0.19692307692307692
780,1997,64,328,0.1951219512195122
780,1998,65,337,0.19287833827893175
780,1999,66,330,0.2
780,2000,65,330,0.19696969696969696
780,2001,66,323,0.2043343653250774
780,2002,65,327,0.19877675840978593
780,2003,66,327,0.2018348623853211
780,2004,68,327,0.20795107033639143
780,2005,68,324,0.20987654320987653
790,1995,37,323,0.11455108359133127
790,1996,37,325,0.11384615384615385
790,1997,38,328,0.11585365853658537
790,1998,40,337,0.11869436201780416
790,1999,40,330,0.12121212121212122
790,2000,40,330,0.12121212121212122
790,2001,43,323,0.13312693498452013
790,2002,41,327,0.12538226299694188
790,2003,41,327,0.12538226299694188
790,2004,43,327,0.13149847094801223
790,2005,43,324,0.13271604938271606
800,1995,64,323,0.19814241486068113
800,1996,63,325,0.19384615384615383
800,1997,65,328,0.19817073170731708
800,1998,66,337,0.19584569732937684
800,1999,68,330,0.20606060606060606
800,2000,66,330,0.2
800,2001,68,323,0.21052631578947367
800,2002,67,327,0.20489296636085627
800,2003,67,327,0.20489296636085627
800,2004,66,327,0.2018348623853211
800,2005,66,324,0.2037037037037037
811,1995,32,323,0.09907120743034056
811,1996,33,325,0.10153846153846154
811,1997,33,328,0.10060975609756098
811,1998,35,337,0.10385756676557864
811,1999,36,330,0.10909090909090909
811,2000,36,330,0.10909090909090909
811,2001,35,323,0.10835913312693499
811,2002,39,327,0.11926605504587157
811,2003,42,327,0.12844036697247707
811,2004,46,327,0.14067278287461774
811,2005,47,324,0.14506172839506173
812,1995,30,323,0.09287925696594428
812,1996,29,325,0.08923076923076922
812,1997,30,328,0.09146341463414634
812,1998,33,337,0.09792284866468842
812,1999,33,330,0.1
812,2000,33,330,0.1
812,2001,34,323,0.10526315789473684
812,2002,36,327,0.11009174311926606
812,2003,36,327,0.11009174311926606
812,2004,38,327,0.1162079510703364
812,2005,38,324,0.11728395061728394
816,1995,38,323,0.11764705882352941
816,1996,38,325,0.11692307692307692
816,1997,37,328,0.11280487804878049
816,1998,41,337,0.12166172106824925
816,1999,41,330,0.12424242424242424
816,2000,41,330,0.12424242424242424
816,2001,43,323,0.13312693498452013
816,2002,42,327,0.12844036697247707
816,2003,45,327,0.13761467889908258
816,2004,51,327,0.1559633027522936
816,2005,51,324,0.1574074074074074
820,1995,70,323,0.21671826625386997
820,1996,69,325,0.2123076923076923
820,1997,72,328,0.21951219512195122
820,1998,73,337,0.2166172106824926
820,1999,74,330,0.22424242424242424
820,2000,73,330,0.22121212121212122
820,2001,76,323,0.23529411764705882
820,2002,78,327,0.23853211009174313
820,2003,76,327,0.2324159021406728
820,2004,75,327,0.22935779816513763
820,2005,76,324,0.2345679012345679
830,1995,43,323,0.13312693498452013
830,1996,43,325,0.13230769230769232
830,1997,44,328,0.13414634146341464
830,1998,46,337,0.13649851632047477
830,1999,46,330,0.1393939393939394
830,2000,46,330,0.1393939393939394
830,2001,47,323,0.14551083591331268
830,2002,47,327,0.1437308868501529
830,2003,47,327,0.1437308868501529
830,2004,48,327,0.14678899082568808
830,2005,48,324,0.14814814814814814
840,1995,62,323,0.19195046439628483
840,1996,60,325,0.18461538461538463
840,1997,61,328,0.18597560975609756
840,1998,64,337,0.18991097922848665
840,1999,64,330,0.19393939393939394
840,2000,65,330,0.19696969696969696
840,2001,66,323,0.2043343653250774
840,2002,67,327,0.20489296636085627
840,2003,67,327,0.20489296636085627
840,2004,68,327,0.20795107033639143
840,2005,69,324,0.21296296296296297
850,1995,72,323,0.22291021671826625
850,1996,72,325,0.22153846153846155
850,1997,77,328,0.2347560975609756
850,1998,77,337,0.228486646884273
850,1999,78,330,0.23636363636363636
850,2000,77,330,0.23333333333333334
850,2001,77,323,0.23839009287925697
850,2002,75,327,0.22935779816513763
850,2003,76,327,0.2324159021406728
850,2004,76,327,0.2324159021406728
850,2005,76,324,0.2345679012345679
860,2002,4,327,0.012232415902140673
860,2003,12,327,0.03669724770642202
860,2004,17,327,0.05198776758409786
860,2005,21,324,0.06481481481481481
900,1995,73,323,0.2260061919504644
900,1996,72,325,0.22153846153846155
900,1997,73,328,0.2225609756097561
900,1998,73,337,0.2166172106824926
900,1999,72,330,0.21818181818181817
900,2000,72,330,0.21818181818181817
900,2001,73,323,0.2260061919504644
900,2002,76,327,0.2324159021406728
900,2003,76,327,0.2324159021406728
900,2004,77,327,0.23547400611620795
900,2005,77,324,0.23765432098765432
910,1995,45,323,0.1393188854489164
910,1996,45,325,0.13846153846153847
910,1997,46,328,0.1402439024390244
910,1998,47,337,0.1394658753709199
910,1999,48,330,0.14545454545454545
910,2000,48,330,0.14545454545454545
910,2001,49,323,0.15170278637770898
910,2002,50,327,0.1529051987767584
910,2003,50,327,0.1529051987767584
910,2004,52,327,0.15902140672782875
910,2005,53,324,0.16358024691358025
920,1995,59,323,0.1826625386996904
920,1996,58,325,0.17846153846153845
920,1997,58,328,0.17682926829268292
920,1998,58,337,0.17210682492581603
920,1999,58,330,0.17575757575757575
920,2000,58,330,0.17575757575757575
920,2001,59,323,0.1826625386996904
920,2002,62,327,0.18960244648318042
920,2003,60,327,0.1834862385321101
920,2004,63,327,0.1926605504587156
920,2005,63,324,0.19444444444444445
